Type of dogs
Labrador Retriever 
German Shepherd 
Golden Retriever 
French Bulldog 
Bulldog 
Poodle 
Beagle 
Rottweiler 
Yorkshire Terrier 
Boxer 
Siberian Husky 
Dachshund 
Great Dane 
Doberman Pinscher 
Australian Shepherd 
Shih Tzu 
Cavalier King Charles Spaniel 
Pomeranian 
Boston Terrier 
Chihuahua 
Border Collie 
Rough Collie 
Shetland Sheepdog (Sheltie) 
Australian Shepherd 
Bearded Collie 
Australian Cattle Dog 
Old English Sheepdog 
Welsh Corgi (Pembroke and Cardigan) 
Belgian Malinois 
Collie (Smooth) 
